epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
55,239.022,0.53628,1.08605,0.58373,0.95928,0,0.88949,0.70754,0.78199,0.66505,0.76239,0.67873,0.70989,0.55645,0.54421,1.51602,0.67827,0.99933,0,0.00058175,0.00058175,0.00058175
56,243.177,0.54087,1.13026,0.5937,0.96794,0,0.83693,0.74162,0.77837,0.64193,0.78597,0.68062,0.68073,0.52173,0.57983,1.61116,0.70429,0.9934,0,0.000569375,0.000569375,0.000569375
57,247.295,0.52526,1.08817,0.56902,0.95266,0,0.83687,0.71117,0.77243,0.65336,0.82766,0.6935,0.71651,0.55398,0.58522,1.52831,0.72662,1.01377,0,0.000557,0.000557,0.000557
58,251.389,0.51309,1.11044,0.57396,0.95357,0,0.75692,0.77229,0.78002,0.66789,0.75921,0.67809,0.70345,0.53361,0.56482,1.51234,0.70693,1.00344,0,0.000544625,0.000544625,0.000544625
59,255.569,0.54056,1.09707,0.58059,0.95458,0,0.82293,0.70907,0.77643,0.65183,0.81206,0.64811,0.71619,0.55167,0.5667,1.55904,0.66601,0.99969,0,0.00053225,0.00053225,0.00053225
60,259.714,0.51308,1.02632,0.56525,0.94631,0,0.85435,0.71654,0.79765,0.675,0.79453,0.68271,0.73965,0.56967,0.55729,1.44335,0.66201,0.98731,0,0.000519875,0.000519875,0.000519875
61,263.836,0.51234,1.08864,0.55111,0.95616,0,0.9021,0.68437,0.78054,0.67447,0.83576,0.65271,0.7274,0.5629,0.53063,1.49572,0.69491,0.97005,0,0.0005075,0.0005075,0.0005075
62,267.996,0.5085,1.08841,0.54561,0.95372,0,0.85795,0.72049,0.7731,0.65756,0.83282,0.65962,0.70541,0.55236,0.54346,1.43976,0.68102,0.98172,0,0.000495125,0.000495125,0.000495125
63,272.114,0.51578,1.08667,0.56034,0.96204,0,0.81265,0.76182,0.81782,0.67119,0.78086,0.72406,0.76092,0.57813,0.55146,1.35206,0.63716,0.99082,0,0.00048275,0.00048275,0.00048275
64,276.291,0.4851,0.98739,0.53276,0.94004,0,0.87138,0.71048,0.82199,0.68133,0.81273,0.67232,0.74161,0.564,0.5449,1.53165,0.61192,0.98341,0,0.000470375,0.000470375,0.000470375
65,280.475,0.48027,0.99699,0.5279,0.9396,0,0.86789,0.72343,0.79799,0.67644,0.82935,0.69703,0.74531,0.56197,0.5191,1.58118,0.63369,0.97258,0,0.000458,0.000458,0.000458
66,284.57,0.5159,1.07203,0.55419,0.96013,0,0.88893,0.69931,0.81143,0.69286,0.7718,0.70524,0.73215,0.58815,0.51611,1.41235,0.62384,0.96797,0,0.000445625,0.000445625,0.000445625
67,288.677,0.48117,0.95984,0.53251,0.93977,0,0.88297,0.73333,0.7817,0.66166,0.80987,0.68387,0.71832,0.56769,0.53851,1.44795,0.65973,0.97874,0,0.00043325,0.00043325,0.00043325
68,292.823,0.49322,1.01528,0.51799,0.94402,0,0.87476,0.77617,0.80174,0.68499,0.80661,0.71817,0.73061,0.5796,0.51707,1.45828,0.62874,0.96905,0,0.000420875,0.000420875,0.000420875
69,296.97,0.48488,0.98642,0.51216,0.94103,0,0.9008,0.72778,0.80897,0.68215,0.83687,0.68482,0.73684,0.57229,0.52932,1.46147,0.63434,0.9751,0,0.0004085,0.0004085,0.0004085
70,301.134,0.47344,0.94717,0.49826,0.92866,0,0.8502,0.76204,0.81383,0.68748,0.82128,0.70015,0.75449,0.58583,0.51876,1.54165,0.601,0.9699,0,0.000396125,0.000396125,0.000396125
71,306.311,0.48164,0.94711,0.50488,0.93012,0,0.85892,0.77685,0.83053,0.70434,0.79939,0.73076,0.75805,0.59734,0.51228,1.48175,0.59288,0.95554,0,0.00038375,0.00038375,0.00038375
72,311.022,0.49996,1.00979,0.52016,0.93742,0,0.89788,0.70278,0.80069,0.69008,0.8446,0.66537,0.72412,0.58172,0.50859,1.43349,0.62418,0.9669,0,0.000371375,0.000371375,0.000371375
73,315.195,0.48332,0.98408,0.48787,0.93503,0,0.85059,0.7316,0.79939,0.67925,0.8088,0.69489,0.73484,0.58159,0.51173,1.34514,0.65457,0.96796,0,0.000359,0.000359,0.000359
74,319.442,0.48985,1.00048,0.50016,0.94294,0,0.8505,0.71283,0.78045,0.66863,0.82832,0.65532,0.72589,0.56361,0.54258,1.37475,0.69255,0.99678,0,0.000346625,0.000346625,0.000346625
75,323.623,0.47896,0.97106,0.49353,0.92701,0,0.87703,0.71711,0.77851,0.66779,0.89315,0.65836,0.71321,0.57108,0.51116,1.44091,0.66129,0.97454,0,0.00033425,0.00033425,0.00033425
76,327.923,0.46545,0.91962,0.48118,0.93012,0,0.912,0.76507,0.80044,0.68333,0.81462,0.71067,0.71626,0.57701,0.5278,1.44031,0.62411,0.98532,0,0.000321875,0.000321875,0.000321875
77,332.214,0.49522,0.98937,0.50743,0.94353,0,0.92851,0.76206,0.82569,0.69342,0.8789,0.70042,0.75417,0.60144,0.52997,1.38035,0.55554,0.98209,0,0.0003095,0.0003095,0.0003095
78,336.36,0.46943,0.91188,0.49029,0.93235,0,0.91916,0.74782,0.80675,0.69175,0.84436,0.69037,0.73087,0.58284,0.51246,1.40829,0.61393,0.98164,0,0.000297125,0.000297125,0.000297125
79,340.494,0.47323,0.87829,0.48882,0.93156,0,0.88511,0.75433,0.80864,0.69524,0.86326,0.68507,0.74273,0.59238,0.52226,1.44283,0.63811,0.97983,0,0.00028475,0.00028475,0.00028475
80,344.674,0.46379,0.92107,0.478,0.9215,0,0.84141,0.78096,0.80711,0.69322,0.7894,0.73471,0.74331,0.58771,0.50432,1.39699,0.62563,0.96064,0,0.000272375,0.000272375,0.000272375
81,348.783,0.46222,0.93742,0.46955,0.93049,0,0.9009,0.73793,0.80694,0.69486,0.83343,0.6812,0.72345,0.58228,0.51932,1.48135,0.65674,0.97384,0,0.00026,0.00026,0.00026
82,352.947,0.46262,0.92048,0.46919,0.93203,0,0.93059,0.72524,0.82773,0.70208,0.82197,0.68482,0.74506,0.58124,0.52581,1.40933,0.61879,0.98251,0,0.000247625,0.000247625,0.000247625
83,357.113,0.45166,0.87946,0.45445,0.91266,0,0.82045,0.76898,0.82437,0.69745,0.87007,0.67368,0.77512,0.5956,0.50375,1.43083,0.59312,0.97559,0,0.00023525,0.00023525,0.00023525
84,361.247,0.45556,0.89547,0.44894,0.92177,0,0.88337,0.7578,0.82605,0.70268,0.8213,0.72071,0.74245,0.59991,0.50418,1.37928,0.59414,0.96845,0,0.000222875,0.000222875,0.000222875
85,365.444,0.46306,0.93183,0.46419,0.92588,0,0.88234,0.77138,0.82872,0.70683,0.83401,0.7066,0.74551,0.6013,0.50013,1.3803,0.58799,0.96711,0,0.0002105,0.0002105,0.0002105
86,369.629,0.42857,0.82079,0.43877,0.91277,0,0.86898,0.73939,0.80942,0.70257,0.81649,0.7024,0.74751,0.58885,0.48868,1.46944,0.61351,0.95846,0,0.000198125,0.000198125,0.000198125
87,373.752,0.43763,0.84151,0.43852,0.91135,0,0.89008,0.73068,0.80262,0.69831,0.81902,0.69613,0.74382,0.5817,0.48943,1.51196,0.61133,0.95842,0,0.00018575,0.00018575,0.00018575
88,377.893,0.45751,0.91026,0.46231,0.91756,0,0.92637,0.71667,0.80417,0.69658,0.86196,0.67996,0.74703,0.58848,0.49031,1.46552,0.60045,0.96121,0,0.000173375,0.000173375,0.000173375
89,381.994,0.44387,0.85821,0.44552,0.92141,0,0.87146,0.76761,0.82489,0.70108,0.82084,0.73333,0.77004,0.59582,0.50109,1.4053,0.57461,0.96775,0,0.000161,0.000161,0.000161
90,386.12,0.44586,0.87808,0.45039,0.91558,0,0.84321,0.77529,0.83031,0.71377,0.81045,0.72346,0.76852,0.59163,0.4918,1.38883,0.57957,0.96648,0,0.000148625,0.000148625,0.000148625
91,390.964,0.40712,0.73211,0.43609,0.89328,0,0.90656,0.73788,0.82244,0.70573,0.75474,0.73601,0.73065,0.58064,0.48077,1.44982,0.58069,0.95386,0,0.00013625,0.00013625,0.00013625
92,394.803,0.39451,0.76023,0.41282,0.88346,0,0.87326,0.72539,0.81638,0.69635,0.81572,0.69905,0.73161,0.58717,0.49652,1.44937,0.60203,0.96373,0,0.000123875,0.000123875,0.000123875
93,398.573,0.37893,0.6908,0.39576,0.87143,0,0.84858,0.77403,0.83863,0.71011,0.82998,0.71026,0.74862,0.60747,0.50956,1.35798,0.57628,0.97639,0,0.0001115,0.0001115,0.0001115
94,402.375,0.39944,0.73899,0.40413,0.88022,0,0.82217,0.77708,0.82691,0.7064,0.886,0.66881,0.73819,0.59904,0.5046,1.4056,0.58686,0.97743,0,9.9125e-05,9.9125e-05,9.9125e-05
95,406.133,0.37537,0.70222,0.40054,0.87677,0,0.90165,0.73698,0.81942,0.70022,0.83136,0.69014,0.74289,0.60422,0.49229,1.37612,0.58488,0.96461,0,8.675e-05,8.675e-05,8.675e-05
96,409.898,0.38395,0.69716,0.38766,0.88235,0,0.80845,0.78869,0.81637,0.70227,0.84119,0.6845,0.74518,0.6046,0.49199,1.36407,0.58013,0.96557,0,7.4375e-05,7.4375e-05,7.4375e-05
97,413.67,0.38404,0.69415,0.38364,0.88323,0,0.85721,0.74168,0.82755,0.70598,0.81035,0.70772,0.75178,0.61208,0.49138,1.36197,0.572,0.96481,0,6.2e-05,6.2e-05,6.2e-05
98,417.469,0.37279,0.69172,0.38782,0.88582,0,0.81509,0.77501,0.81614,0.70706,0.79874,0.71836,0.7559,0.61871,0.48364,1.35937,0.56161,0.96005,0,4.9625e-05,4.9625e-05,4.9625e-05
99,421.283,0.37592,0.69059,0.37609,0.8794,0,0.87546,0.72996,0.81711,0.70638,0.82388,0.7137,0.76003,0.61773,0.49045,1.36517,0.56384,0.96669,0,3.725e-05,3.725e-05,3.725e-05
100,425.063,0.37211,0.68529,0.381,0.88227,0,0.80595,0.78047,0.81636,0.70828,0.85363,0.69855,0.75755,0.61744,0.48877,1.35204,0.56605,0.96587,0,2.4875e-05,2.4875e-05,2.4875e-05
