epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
20,112.169,0.61961,1.28594,0.84198,1.01472,0,0.75862,0.78668,0.80626,0.67318,0.78233,0.66563,0.72145,0.58159,0.62578,1.58922,0.86986,1.02645,0,0.00101488,0.00101488,0.00101488
21,117.016,0.61934,1.28533,0.80499,1.00873,0,0.83671,0.76091,0.83686,0.71517,0.83918,0.70826,0.76709,0.61285,0.57024,1.5235,0.81996,0.99406,0,0.0010025,0.0010025,0.0010025
22,121.872,0.61353,1.29933,0.79895,1.0037,0,0.74327,0.79217,0.81028,0.67755,0.70729,0.7541,0.74066,0.59761,0.60473,1.54522,0.82265,1.01616,0,0.000990125,0.000990125,0.000990125
23,126.674,0.5995,1.28964,0.79225,1.00129,0,0.87065,0.71687,0.82143,0.67925,0.81019,0.66716,0.73191,0.59675,0.61195,1.74182,0.81007,1.02914,0,0.00097775,0.00097775,0.00097775
24,131.438,0.59394,1.21263,0.77167,0.9984,0,0.82119,0.73684,0.80557,0.67244,0.81402,0.66281,0.71626,0.58125,0.60216,1.51445,0.84879,1.00541,0,0.000965375,0.000965375,0.000965375
25,136.26,0.57134,1.15481,0.75824,0.9835,0,0.80868,0.81158,0.82888,0.70848,0.74711,0.74991,0.75758,0.62766,0.57799,1.49145,0.8028,1.00332,0,0.000953,0.000953,0.000953
26,141.239,0.60389,1.24727,0.76972,1.00416,0,0.85371,0.75844,0.8332,0.69195,0.82167,0.73277,0.79422,0.64425,0.57923,1.43473,0.89829,1.00153,0,0.000940625,0.000940625,0.000940625
27,146.084,0.60044,1.2256,0.75736,0.99812,0,0.85024,0.77626,0.8379,0.69403,0.80494,0.73934,0.77974,0.63078,0.56455,1.49888,0.77283,1.00046,0,0.00092825,0.00092825,0.00092825
28,150.884,0.58563,1.22366,0.74393,0.99188,0,0.83582,0.76992,0.80889,0.68792,0.78783,0.7264,0.73583,0.60565,0.58924,1.53196,0.78428,1.02431,0,0.000915875,0.000915875,0.000915875
29,155.739,0.58919,1.1996,0.74968,0.99008,0,0.88741,0.7134,0.79846,0.6702,0.85018,0.67566,0.71069,0.57746,0.58775,1.51827,0.78685,0.99273,0,0.0009035,0.0009035,0.0009035
30,160.572,0.58421,1.22417,0.72283,0.98649,0,0.79406,0.7609,0.81272,0.69456,0.77712,0.72044,0.75455,0.60372,0.53592,1.48658,0.7472,0.96969,0,0.000891125,0.000891125,0.000891125
31,165.354,0.5348,1.06741,0.68358,0.96831,0,0.88653,0.73037,0.82443,0.69476,0.8299,0.69283,0.73737,0.60979,0.5843,1.4497,0.7531,1.00341,0,0.00087875,0.00087875,0.00087875
32,170.219,0.57013,1.17782,0.67471,0.97647,0,0.77233,0.83132,0.84436,0.708,0.84209,0.73879,0.79754,0.63291,0.58173,1.45408,0.84393,1.01338,0,0.000866375,0.000866375,0.000866375
33,175.224,0.56957,1.17444,0.68811,0.97795,0,0.87391,0.72759,0.80087,0.69105,0.83439,0.69634,0.73104,0.58851,0.53539,1.64175,0.81966,0.98291,0,0.000854,0.000854,0.000854
34,180.02,0.54499,1.13493,0.66115,0.97251,0,0.81478,0.78899,0.82341,0.70454,0.79414,0.73728,0.75357,0.61341,0.54593,1.4016,0.73672,0.98502,0,0.000841625,0.000841625,0.000841625
35,184.802,0.54514,1.15686,0.66116,0.97266,0,0.84119,0.79971,0.87571,0.73109,0.85734,0.719,0.79145,0.64387,0.53659,1.49946,0.71156,0.97524,0,0.00082925,0.00082925,0.00082925
36,189.7,0.54626,1.16023,0.67435,0.96562,0,0.84876,0.82376,0.86888,0.72177,0.79044,0.78392,0.79984,0.63763,0.57238,1.5617,0.6975,1.01137,0,0.000816875,0.000816875,0.000816875
37,194.464,0.55734,1.14306,0.66836,0.98116,0,0.83608,0.78113,0.85288,0.72409,0.85483,0.70552,0.78306,0.63801,0.53239,1.41292,0.68346,0.99615,0,0.0008045,0.0008045,0.0008045
38,199.322,0.54208,1.09189,0.63677,0.9676,0,0.86435,0.72675,0.82142,0.70947,0.80086,0.67665,0.75019,0.63319,0.54774,1.44675,0.72438,0.98785,0,0.000792125,0.000792125,0.000792125
39,204.296,0.55225,1.13351,0.64525,0.97543,0,0.89118,0.71119,0.82158,0.69356,0.8878,0.68662,0.77316,0.61682,0.53803,1.41234,0.71526,0.99791,0,0.00077975,0.00077975,0.00077975
40,209.117,0.52716,1.09249,0.62402,0.96471,0,0.9031,0.73602,0.82866,0.70822,0.83408,0.69069,0.75723,0.63359,0.54051,1.48069,0.72136,0.98403,0,0.000767375,0.000767375,0.000767375
41,213.971,0.5309,1.07089,0.60592,0.95968,0,0.87755,0.7542,0.85473,0.71512,0.83248,0.71512,0.76093,0.64453,0.55154,1.46522,0.71185,1.00499,0,0.000755,0.000755,0.000755
42,218.78,0.50355,1.03162,0.59451,0.94178,0,0.81637,0.76688,0.84462,0.70946,0.79555,0.74645,0.78334,0.64732,0.53361,1.35631,0.71316,0.97924,0,0.000742625,0.000742625,0.000742625
43,223.58,0.53208,1.06281,0.61861,0.96248,0,0.81436,0.81843,0.85618,0.73664,0.72789,0.75994,0.74875,0.64586,0.5302,1.41397,0.73838,0.96662,0,0.00073025,0.00073025,0.00073025
44,228.391,0.50595,1.03845,0.5884,0.95403,0,0.82479,0.78543,0.83322,0.72449,0.79643,0.7154,0.77285,0.63219,0.53708,1.47153,0.69461,0.98646,0,0.000717875,0.000717875,0.000717875
45,233.175,0.51415,1.04744,0.61002,0.96195,0,0.82436,0.79348,0.86575,0.73193,0.78274,0.72808,0.78443,0.63941,0.51576,1.53218,0.7242,0.98248,0,0.0007055,0.0007055,0.0007055
46,238.15,0.52508,1.09468,0.58323,0.95301,0,0.91505,0.76623,0.82746,0.72945,0.88905,0.73914,0.79342,0.65015,0.4966,1.48933,0.67307,0.96052,0,0.000693125,0.000693125,0.000693125
47,243.009,0.49747,1.0153,0.55856,0.94395,0,0.89164,0.77775,0.84814,0.72976,0.88071,0.7274,0.79239,0.63215,0.50305,1.43351,0.66489,0.95568,0,0.00068075,0.00068075,0.00068075
48,247.718,0.50109,0.99412,0.57691,0.9513,0,0.84861,0.7869,0.84615,0.72903,0.79248,0.73687,0.76825,0.64421,0.5092,1.37421,0.66563,0.96346,0,0.000668375,0.000668375,0.000668375
49,252.499,0.52821,1.13108,0.61558,0.96611,0,0.88255,0.80741,0.88576,0.76994,0.82356,0.73623,0.80709,0.66594,0.48593,1.37445,0.61106,0.95133,0,0.000656,0.000656,0.000656
50,257.322,0.52965,1.11518,0.583,0.95915,0,0.86338,0.78526,0.86125,0.74199,0.83326,0.74363,0.79536,0.65231,0.51129,1.38322,0.63865,0.98208,0,0.000643625,0.000643625,0.000643625
51,262.103,0.50918,1.03977,0.56886,0.94344,0,0.88047,0.74201,0.85052,0.74418,0.86214,0.72208,0.80371,0.65104,0.50966,1.3696,0.61885,0.97276,0,0.00063125,0.00063125,0.00063125
52,267.055,0.49917,1.01892,0.55783,0.94647,0,0.81528,0.82439,0.85033,0.74094,0.81725,0.73229,0.77284,0.64235,0.50943,1.33355,0.61586,0.97206,0,0.000618875,0.000618875,0.000618875
53,271.831,0.4871,0.95328,0.54158,0.93865,0,0.84003,0.7352,0.79785,0.71085,0.78905,0.69047,0.73681,0.6196,0.53038,1.45305,0.74245,0.98997,0,0.0006065,0.0006065,0.0006065
54,276.628,0.47186,1.02227,0.53408,0.93328,0,0.84089,0.76746,0.83409,0.73464,0.84332,0.69038,0.75065,0.6412,0.5236,1.43479,0.6497,0.98111,0,0.000594125,0.000594125,0.000594125
55,281.472,0.49269,1.01491,0.55999,0.9396,0,0.87677,0.78449,0.82548,0.73258,0.82666,0.74965,0.7655,0.64161,0.50127,1.42955,0.64534,0.96705,0,0.00058175,0.00058175,0.00058175
56,286.26,0.49742,0.99768,0.554,0.94964,0,0.9017,0.75953,0.82505,0.71536,0.88414,0.72299,0.76682,0.63795,0.54127,1.39483,0.6622,1.00071,0,0.000569375,0.000569375,0.000569375
57,291.008,0.4899,0.99823,0.54896,0.94458,0,0.8915,0.79246,0.87929,0.74791,0.87773,0.73465,0.81436,0.65929,0.50219,1.45935,0.60709,0.96789,0,0.000557,0.000557,0.000557
58,296.006,0.48487,0.95029,0.53432,0.94013,0,0.85514,0.78549,0.86312,0.73827,0.8139,0.70997,0.78262,0.64319,0.52078,1.44073,0.63135,0.96924,0,0.000544625,0.000544625,0.000544625
59,300.845,0.48031,0.91829,0.51704,0.93772,0,0.80665,0.8204,0.85753,0.72269,0.73632,0.75168,0.7849,0.66032,0.50833,1.39694,0.63329,0.97299,0,0.00053225,0.00053225,0.00053225
60,305.65,0.4935,1.00802,0.52615,0.94439,0,0.84645,0.7969,0.86862,0.74764,0.90222,0.71224,0.8011,0.66668,0.51763,1.23116,0.62088,0.97396,0,0.000519875,0.000519875,0.000519875
61,310.431,0.48106,0.95359,0.51274,0.93664,0,0.89957,0.83298,0.89051,0.76248,0.86521,0.79032,0.82531,0.68361,0.50981,1.25694,0.60918,0.9759,0,0.0005075,0.0005075,0.0005075
62,315.239,0.4681,0.92898,0.50659,0.93459,0,0.89213,0.77209,0.88355,0.75178,0.85941,0.74437,0.83104,0.68085,0.51391,1.26498,0.57064,0.97692,0,0.000495125,0.000495125,0.000495125
63,320.038,0.48283,0.94685,0.5192,0.94012,0,0.88154,0.77418,0.83636,0.7447,0.84757,0.74612,0.78457,0.658,0.49678,1.20479,0.60869,0.96723,0,0.00048275,0.00048275,0.00048275
64,324.847,0.46634,0.90188,0.49714,0.92659,0,0.89226,0.77987,0.85536,0.75103,0.81953,0.72983,0.77382,0.66408,0.48338,1.24642,0.60253,0.96094,0,0.000470375,0.000470375,0.000470375
65,329.801,0.48587,0.98761,0.53582,0.95145,0,0.88791,0.77656,0.86866,0.7706,0.86416,0.75674,0.82933,0.6913,0.47558,1.24292,0.56737,0.95441,0,0.000458,0.000458,0.000458
66,334.558,0.46028,0.92336,0.48748,0.93826,0,0.88466,0.80061,0.86377,0.76204,0.8377,0.75994,0.80683,0.68044,0.47991,1.34292,0.54606,0.94449,0,0.000445625,0.000445625,0.000445625
67,339.371,0.46729,0.9404,0.50429,0.93847,0,0.87742,0.78269,0.85454,0.7664,0.88158,0.71714,0.80187,0.68194,0.46239,1.24925,0.5713,0.94029,0,0.00043325,0.00043325,0.00043325
68,344.224,0.46066,0.92549,0.4948,0.92578,0,0.91087,0.78697,0.87818,0.76104,0.85734,0.73277,0.81369,0.68135,0.47639,1.27478,0.56497,0.95795,0,0.000420875,0.000420875,0.000420875
69,349.003,0.44661,0.86142,0.46713,0.92045,0,0.88154,0.80464,0.90308,0.76927,0.83557,0.77563,0.82005,0.68066,0.47631,1.35961,0.5363,0.94905,0,0.0004085,0.0004085,0.0004085
70,353.793,0.47944,0.99297,0.50933,0.94235,0,0.89067,0.78733,0.87875,0.7741,0.85664,0.76095,0.82358,0.69225,0.47761,1.32905,0.52224,0.9508,0,0.000396125,0.000396125,0.000396125
71,358.665,0.45801,0.93128,0.47648,0.92423,0,0.91139,0.76441,0.8301,0.74513,0.88266,0.72073,0.77864,0.67107,0.48658,1.34312,0.58694,0.96039,0,0.00038375,0.00038375,0.00038375
72,363.648,0.45677,0.87756,0.46446,0.92059,0,0.90757,0.78356,0.85596,0.75328,0.84854,0.74086,0.7845,0.677,0.49019,1.26045,0.57223,0.96522,0,0.000371375,0.000371375,0.000371375
73,368.467,0.44965,0.89996,0.46773,0.92196,0,0.87502,0.79839,0.86554,0.76361,0.93469,0.74444,0.8267,0.69522,0.46725,1.19314,0.55415,0.94674,0,0.000359,0.000359,0.000359
74,373.345,0.44596,0.8951,0.46418,0.91355,0,0.89556,0.81035,0.87117,0.77954,0.88494,0.76697,0.82029,0.69121,0.45809,1.27953,0.55078,0.93771,0,0.000346625,0.000346625,0.000346625
75,378.178,0.44456,0.88577,0.46784,0.91789,0,0.89678,0.82257,0.87078,0.77513,0.85759,0.79014,0.81341,0.68864,0.46432,1.21327,0.54768,0.94168,0,0.00033425,0.00033425,0.00033425
76,383.059,0.45003,0.88201,0.45592,0.91989,0,0.9005,0.79331,0.84645,0.75492,0.85686,0.75357,0.79222,0.66827,0.47304,1.35389,0.5836,0.94871,0,0.000321875,0.000321875,0.000321875
77,387.826,0.43587,0.87525,0.45477,0.91348,0,0.84815,0.80399,0.84308,0.75627,0.81424,0.77752,0.79017,0.67003,0.47191,1.3289,0.57818,0.95706,0,0.0003095,0.0003095,0.0003095
78,392.655,0.43406,0.84602,0.44399,0.9157,0,0.92548,0.81751,0.88718,0.77819,0.87898,0.77004,0.82701,0.69687,0.45931,1.22208,0.5367,0.94018,0,0.000297125,0.000297125,0.000297125
79,397.593,0.42423,0.78973,0.43591,0.91002,0,0.91002,0.79544,0.84063,0.75551,0.87741,0.7648,0.79632,0.66344,0.45697,1.32974,0.54147,0.9418,0,0.00028475,0.00028475,0.00028475
80,402.399,0.42316,0.84402,0.43114,0.91845,0,0.90767,0.79182,0.84042,0.75721,0.87594,0.76078,0.79135,0.67086,0.45119,1.27914,0.54694,0.93062,0,0.000272375,0.000272375,0.000272375
81,407.206,0.42565,0.87714,0.43369,0.91548,0,0.8888,0.78168,0.84366,0.75646,0.85455,0.7559,0.79029,0.67765,0.45963,1.24198,0.54952,0.93709,0,0.00026,0.00026,0.00026
82,411.985,0.42082,0.81776,0.43978,0.9081,0,0.88843,0.79923,0.83901,0.75324,0.86165,0.75688,0.80147,0.67474,0.459,1.24853,0.54297,0.95025,0,0.000247625,0.000247625,0.000247625
83,416.811,0.41129,0.7934,0.41839,0.9105,0,0.85705,0.82981,0.86957,0.77564,0.84761,0.76328,0.81156,0.68894,0.45488,1.18607,0.52903,0.948,0,0.00023525,0.00023525,0.00023525
84,421.575,0.42469,0.83953,0.43217,0.91687,0,0.92016,0.76404,0.85547,0.75717,0.88859,0.74293,0.80764,0.67799,0.45515,1.27938,0.54103,0.94722,0,0.000222875,0.000222875,0.000222875
85,426.499,0.42565,0.84203,0.43311,0.90819,0,0.8828,0.82247,0.85503,0.76909,0.87112,0.76187,0.80361,0.68895,0.44764,1.21828,0.53242,0.93706,0,0.0002105,0.0002105,0.0002105
86,431.321,0.42396,0.79663,0.41565,0.90577,0,0.90343,0.80697,0.85904,0.77264,0.87348,0.78254,0.81042,0.69074,0.43678,1.23271,0.54376,0.92863,0,0.000198125,0.000198125,0.000198125
87,436.141,0.40682,0.8119,0.41039,0.9034,0,0.90518,0.80267,0.86843,0.78346,0.85887,0.77478,0.81955,0.69884,0.44061,1.23222,0.52757,0.9275,0,0.00018575,0.00018575,0.00018575
88,440.997,0.40975,0.7669,0.41316,0.90097,0,0.89811,0.78507,0.87692,0.78082,0.86259,0.74996,0.82022,0.69935,0.44702,1.20571,0.52245,0.9304,0,0.000173375,0.000173375,0.000173375
89,445.792,0.41311,0.78848,0.41087,0.90438,0,0.89025,0.80503,0.89781,0.79439,0.84581,0.75893,0.82994,0.70471,0.44008,1.20944,0.52206,0.92455,0,0.000161,0.000161,0.000161
90,450.615,0.40333,0.78854,0.40911,0.90431,0,0.89125,0.77955,0.83595,0.74872,0.85404,0.74358,0.78665,0.66843,0.46346,1.29898,0.57707,0.94556,0,0.000148625,0.000148625,0.000148625
91,456.007,0.38212,0.72377,0.40065,0.88113,0,0.88912,0.79527,0.82195,0.74113,0.89775,0.74817,0.79834,0.65673,0.47042,1.34629,0.5739,0.95973,0,0.00013625,0.00013625,0.00013625
92,460.584,0.35987,0.67921,0.38989,0.87411,0,0.90342,0.79402,0.84229,0.76336,0.88876,0.77629,0.82192,0.67451,0.44419,1.27239,0.53267,0.93568,0,0.000123875,0.000123875,0.000123875
93,465.017,0.35897,0.66877,0.38321,0.87687,0,0.90473,0.80831,0.85863,0.76373,0.86985,0.75543,0.7983,0.6743,0.44466,1.26406,0.51792,0.93586,0,0.0001115,0.0001115,0.0001115
94,469.464,0.36795,0.65566,0.36674,0.86525,0,0.90172,0.78648,0.85072,0.75951,0.8862,0.74501,0.79468,0.66468,0.4459,1.28838,0.53446,0.93561,0,9.9125e-05,9.9125e-05,9.9125e-05
95,473.864,0.3642,0.69054,0.36987,0.87622,0,0.87177,0.80572,0.84225,0.76327,0.88765,0.73597,0.79951,0.67332,0.44299,1.30472,0.5334,0.92847,0,8.675e-05,8.675e-05,8.675e-05
96,478.255,0.34838,0.63754,0.3608,0.87639,0,0.88875,0.80202,0.84365,0.76537,0.89436,0.73685,0.80208,0.68373,0.44538,1.28068,0.53071,0.93037,0,7.4375e-05,7.4375e-05,7.4375e-05
97,482.687,0.363,0.68197,0.37788,0.87848,0,0.88822,0.79628,0.84466,0.76395,0.89312,0.77629,0.8256,0.68689,0.44456,1.22979,0.52196,0.92961,0,6.2e-05,6.2e-05,6.2e-05
98,487.127,0.36052,0.65756,0.36845,0.87021,0,0.90551,0.79041,0.83895,0.75537,0.92776,0.7652,0.82062,0.68265,0.45278,1.22205,0.52781,0.93356,0,4.9625e-05,4.9625e-05,4.9625e-05
99,491.673,0.34018,0.62928,0.3553,0.86198,0,0.92388,0.77636,0.83701,0.75644,0.92739,0.76174,0.81961,0.67861,0.45227,1.23258,0.52941,0.93357,0,3.725e-05,3.725e-05,3.725e-05
100,496.115,0.35667,0.65019,0.36028,0.87395,0,0.93421,0.77321,0.83929,0.76184,0.93189,0.77185,0.82179,0.68275,0.45507,1.22799,0.5205,0.93927,0,2.4875e-05,2.4875e-05,2.4875e-05
